Lookout
Dag	P	T	Q
640928	0	12.5	0.431149167029798
640929	0	12.25	0.431149167029798
640930	15.7	11.35	0.50953992467158
641001	0	9.45	0.666321439955143
641002	0	10.55	0.50953992467158
641003	0	11.4	0.470344545850689
641004	0	12.75	0.470344545850689
641005	0	13.9	0.431149167029798
641006	0	14.7	0.431149167029798
641007	2.8	12.8	0.431149167029798
641008	3.8	13.05	0.54873530349247
641009	3	12.5	0.50953992467158
641010	0	11.4	0.50953992467158
641011	0	12.5	0.470344545850689
641012	0	13.6	0.470344545850689
641013	0	14.75	0.431149167029798
641014	2	12.25	0.470344545850689
641015	4.6	10.5	0.50953992467158
641016	3.8	6.35	0.54873530349247
641017	0	6.65	0.54873530349247
641018	0	8.3	0.50953992467158
641019	0	10	0.470344545850689
641020	0	10	0.470344545850689
641021	0	10	0.431149167029798
641022	0	10.25	0.431149167029798
641023	0	9.2	0.431149167029798
641024	0	7.75	0.431149167029798
641025	2.5	7.8	0.431149167029798
641026	0.3	6.65	0.431149167029798
641027	5.3	8.35	0.431149167029798
641028	0	10.8	0.470344545850689
641029	10.2	10.55	0.50953992467158
641030	0.5	8.9	0.587930682313361
641031	0	8.05	0.50953992467158
641101	17.5	7.5	0.54873530349247
641102	10.2	5	1.29344750108939
641103	2	6.65	0.901493712880487
641104	9.9	8.35	0.823102955238706
641105	0.5	5.25	0.823102955238706
641106	0	5	0.666321439955143
641107	0	5	0.627126061134252
641108	5.6	7.25	0.627126061134252
641109	6.9	6.1	0.705516818776033
641110	19.3	3.3	1.01907984934316
641111	47.5	1.4	1.48942439519385
641112	30.7	0.55	1.80298742576097
641113	8.1	0	1.29344750108939
641114	0	-1.1	1.05827522816405
641115	0	-1.9	0.901493712880487
641116	0	-0.25	0.823102955238706
641117	0	-0.8	0.783907576417815
641118	0	-0.25	0.744712197596924
641119	0	-0.55	0.744712197596924
641120	0	-0.25	0.744712197596924
641121	0	0	0.783907576417815
641122	24.9	1.95	1.41103363755207
641123	35.3	2.8	3.3708025785966
641124	103.9	6.4	33.5512442706825
641125	19.3	3.05	25.3594100971163
641126	33.3	0.85	11.7978090250881
641127	38.9	0.85	7.64309887007369
641128	29	1.4	7.48631735479013
641129	13.5	2.2	18.1082650152515
641130	72.9	2.5	33.00250896719
641201	55.4	5	52.5218076199936
641202	12.4	4.7	41.5471015501442
641203	7.6	3.05	22.5373428220122
641204	4.8	2.5	14.5022901637296
641205	0.5	1.95	10.1516031146107
641206	0	1.65	8.0350526582826
641207	16	2.75	6.7808005360141
641208	22.6	4.45	9.56367243229734
641209	22.1	5	10.5043615239987
641210	35.3	3.35	19.0489541069529
641211	7.9	0.55	17.0107944082666
641212	0	0	11.6802228886254
641213	1	-0.55	8.74056947705864
641214	52.8	2.5	14.3847040272669
641215	16	1.1	17.9122881211471
641216	0.5	-5.55	12.0721766768343
641217	0	-6.4	8.85815561352131
641218	8.1	-3.05	7.29034046068568
641219	25.7	0.25	6.42804212662608
641220	51.6	0.85	5.60493917138738
641221	99.1	2.8	32.7673366942647
641222	121.9	7.5	191.665402434156
641223	72.1	8.9	122.289581921179
641224	57.9	6.65	102.691892510734
641225	47	3.6	58.0091606549183
641226	38.6	4.15	58.7930682313361
641227	11.9	0.8	35.0406686658763
641228	11.2	-0.8	20.0680339562961
641229	34	0	15.6781515283563
641230	18	-1.95	12.542521222685
641231	5.8	-1.35	10.1907984934316
650101	0.8	-2.2	8.62298334059596
650102	24.1	0	7.05516818776033
650103	8.6	-0.25	6.27126061134252
650104	9.4	-0.55	5.4873530349247
650105	22.6	0.55	5.0953992467158
650106	3	0.55	4.74264083732778
650107	2.8	0.25	4.70344545850689
650108	14	0.25	4.31149167029798
650109	6.1	0.55	5.4873530349247
650110	38.1	0.85	7.05516818776033
650111	0	0.55	10.9747060698494
650112	0	-0.25	8.62298334059596
650113	0	0.55	6.27126061134252
650114	0	1.1	7.44712197596924
650115	0	1.65	10.9747060698494
650116	0	1.4	12.6209119803268
650117	0	1.4	12.4249350862224
650118	0	2.5	12.6209119803268
650119	1.8	1.95	13.1304519049984
650120	9.7	2.75	12.7776934956104
650121	13.5	1.7	12.9344750108939
650122	7.1	1.65	10.5827522816405
650123	49.8	1.65	20.1856200927587
650124	30.7	1.1	24.7322840359821
650125	27.7	0.55	14.3063132696251
650126	29	0.55	10.4259707663569
650127	109.5	2.5	39.5873326090996
650128	72.6	4.75	96.8125856876001
650129	28.2	4.2	61.1447909605896
650130	9.1	6.35	44.6827318558154
650131	0.5	1.9	29.6709017674143
650201	0	0	17.7163112270426
650202	0	1.1	12.7776934956104
650203	0	4.45	9.79884470522268
650204	0	5.25	8.42700644649151
650205	8.6	4.15	7.32953583950657
650206	1.5	1.65	6.07528371723807
650207	0	1.65	5.29137614082025
650208	25.7	2.25	5.29137614082025
650209	2.3	0.3	5.17379000435758
650210	0.8	0.8	4.86022697379045
650211	0	1.35	4.54666394322333
650212	2.8	3.65	4.35068704911887
650213	15.5	3.65	4.54666394322333
650214	8.4	1.7	5.05620386789491
650215	0	3.05	4.74264083732778
650216	0	5	4.35068704911887
650217	0	5	4.2331009126562
650218	0	5.85	4.62505470086511
650219	0	5.55	5.05620386789491
650220	0	6.4	5.05620386789491
650221	15.2	5.85	5.17379000435758
650222	15.7	3.35	5.4873530349247
650223	0	2.2	5.17379000435758
650224	0	4.15	4.86022697379045
650225	0	4.7	4.46827318558154
650226	14.7	5.55	4.54666394322333
650227	25.9	3.35	6.70240977837232
650228	4.3	2.5	6.07528371723807
650301	0	2.5	5.40896227728292
650302	0	4.45	4.86022697379045
650303	0	5	4.54666394322333
650304	0	5.55	4.2331009126562
650305	0	6.95	3.60597485152195
650306	0	6.65	3.33160719977571
650307	0	6.1	3.17482568449215
650308	0	6.4	2.9788487903877
650309	0	6.95	2.82206727510413
650310	0	7.5	2.74367651746235
650311	0	8.05	2.58689500217879
650312	0	8.3	2.46930886571612
650313	0	5	2.23413659279077
650314	0	5.55	2.03815969868632
650315	0	6.4	1.92057356222365
650316	1.8	2.25	1.84218280458186
650317	0	2.5	1.64620591047741
650318	0	2.5	1.52861977401474
650319	0	4.45	1.45022901637296
650320	0	6.4	1.29344750108939
650321	0	8.9	1.29344750108939
650322	0	6.95	1.37183825873118
650323	0	5.55	1.29344750108939
650324	0	3.85	1.21505674344761
650325	20.8	0.85	1.21505674344761
650326	50.3	3.1	2.07735507750721
650327	0.8	3.9	2.15574583514899
650328	0.5	5.55	1.84218280458186
650329	0.3	7.8	1.64620591047741
650330	0	9.75	1.48942439519385
650331	0.5	10.55	1.64620591047741
650401	17.8	6.65	2.46930886571612
650402	0	5.25	2.31252735043255
650403	0	6.35	2.03815969868632
650404	0	7.5	1.92057356222365
650405	1	5.55	1.84218280458186
650406	0	5	1.72459666811919
650407	0	6.1	1.60701053165652
650408	8.4	7.2	1.48942439519385
650409	1.3	6.95	1.52861977401474
650410	0.8	6.1	1.37183825873118
650411	0	8.3	1.45022901637296
650412	0	9.45	1.48942439519385
650413	0	7.2	1.48942439519385
650414	0	10	1.56781515283563
650415	7.1	10.8	2.31252735043255
650416	4.3	6.95	2.74367651746235
650417	0	8.6	2.46930886571612
650418	54.6	8.35	4.54666394322333
650419	36.1	13.35	22.0278028973406
650420	11.4	11.7	15.4821746342518
650421	10.4	10.25	12.0721766768343
650422	1.3	10	9.40689091701378
650423	3.3	13.3	7.6039034912528
650424	6.9	11.95	6.93758205129766
650425	0	13.9	6.19286985370074
650426	0	16.15	5.84011144431272
650427	0	15.85	5.60493917138738
650428	0	14.15	5.40896227728292
650429	0	15	4.54666394322333
650430	3.3	7.75	3.88034250326818
650501	8.9	6.4	3.33160719977571
650502	0	7.75	2.82206727510413
650503	1	9.45	2.46930886571612
650504	17.3	5	2.39091810807433
650505	16.8	3.35	2.31252735043255
650506	0.5	4.75	2.15574583514899
650507	0	11.95	2.15574583514899
650508	0	10.3	2.23413659279077
650509	0	13.3	2.31252735043255
650510	0	15.55	2.46930886571612
650511	0	17.25	2.58689500217879
650512	0	16.15	2.66528575982057
650513	0	13.05	2.74367651746235
650514	0	13.35	2.5476996233579
650515	0	15.25	2.5476996233579
650516	11.9	8.9	2.93965341156681
650517	0	11.65	2.74367651746235
650518	0	12.75	2.58689500217879
650519	26.7	10	3.33160719977571
650520	5.1	10.55	3.95873326090996
650521	0.3	10.55	3.13563030567126
650522	1.5	9.2	2.74367651746235
650523	4.8	8.1	2.5476996233579
650524	0.5	9.15	2.5476996233579
650525	0	13.9	2.5476996233579
650526	0	16.4	2.35172272925344
650527	0	18.05	2.35172272925344
650528	0	19.15	2.35172272925344
650529	0	15.25	2.35172272925344
650530	0	13.6	2.15574583514899
650531	0	11.65	2.15574583514899
650601	0	15	1.95976894104454
650602	0	18.35	1.88137818340276
650603	0	18.6	1.80298742576097
650604	0	18.85	1.80298742576097
650605	0	19.45	1.72459666811919
650606	0	19.4	1.64620591047741
650607	0	19.15	1.64620591047741
650608	0	14.4	1.56781515283563
650609	0	18.35	1.48942439519385
650610	0	20.25	1.41103363755207
650611	0.3	15	1.41103363755207
650612	0	14.45	1.33264287991029
650613	3.3	12.25	1.33264287991029
650614	10.7	11.1	1.41103363755207
650615	0.3	11.95	1.33264287991029
650616	0	13.65	1.2542521222685
650617	1	12.75	1.2542521222685
650618	0.5	13.05	1.2542521222685
650619	0	16.4	1.17586136462672
650620	0	19.75	1.17586136462672
650621	0	18.6	1.09747060698494
650622	0	18.35	1.09747060698494
650623	0	17.5	1.01907984934316
650624	0	17.2	1.01907984934316
650625	0	10.55	0.979884470522268
650626	0	10.3	0.940689091701378
650627	0	13.85	0.940689091701378
650628	0	17.25	0.940689091701378
650629	0	21.65	0.940689091701378
650630	32.3	23.6	0.940689091701378
650701	0	21.1	0.862298334059596
650702	0	22.5	0.862298334059596
650703	0	21.4	0.862298334059596
650704	0	21.1	0.862298334059596
650705	0	23.35	0.862298334059596
650706	0	23.35	0.783907576417815
650707	0	21.4	0.783907576417815
650708	0	16.1	0.783907576417815
650709	0	16.1	0.744712197596924
650710	0	14.45	0.744712197596924
650711	0	14.75	0.744712197596924
650712	0	17.5	0.744712197596924
650713	0	21.65	0.744712197596924
650714	0	22.5	0.705516818776033
650715	0	22.5	0.705516818776033
650716	0	23.6	0.705516818776033
650717	0	21.95	0.705516818776033
650718	0	19.45	0.666321439955143
650719	0	15	0.666321439955143
650720	2.5	12.5	0.666321439955143
650721	6.1	11.95	0.705516818776033
650722	0	16.7	0.666321439955143
650723	0	22.25	0.627126061134252
650724	0	25	0.627126061134252
650725	0	22.2	0.627126061134252
650726	0	20	0.627126061134252
650727	0	20.55	0.587930682313361
650728	0	23.9	0.587930682313361
650729	0	23.85	0.54873530349247
650730	0	26.65	0.54873530349247
650731	0	26.95	0.54873530349247
650801	0	21.65	0.54873530349247
650802	0	21.1	0.54873530349247
650803	0	19.45	0.54873530349247
650804	0	19.7	0.54873530349247
650805	0	21.65	0.54873530349247
650806	0	22.75	0.50953992467158
650807	0	22.5	0.50953992467158
650808	0	21.7	0.50953992467158
650809	5.6	21.4	0.50953992467158
650810	0	21.1	0.54873530349247
650811	4.6	17.75	0.50953992467158
650812	7.6	14.45	0.627126061134252
650813	0.5	16.65	0.587930682313361
650814	0	19.45	0.50953992467158
650815	0	20.85	0.50953992467158
650816	0	21.65	0.470344545850689
650817	0	20.85	0.470344545850689
650818	9.4	20.8	0.470344545850689
650819	6.4	16.95	0.627126061134252
650820	0	18.3	0.54873530349247
650821	10.4	18.9	0.54873530349247
650822	0.3	18.05	0.587930682313361
650823	0	19.45	0.54873530349247
650824	6.9	18.6	0.50953992467158
650825	6.1	15.8	0.627126061134252
650826	0	19.15	0.587930682313361
650827	0	15	0.54873530349247
650828	0	13.35	0.50953992467158
650829	0	13.05	0.470344545850689
650830	0	15.85	0.470344545850689
650831	0	17.2	0.431149167029798
650901	0	17.75	0.431149167029798
650902	0	14.45	0.431149167029798
650903	0	15.25	0.431149167029798
650904	0	14.2	0.431149167029798
650905	0	15.55	0.431149167029798
650906	0	15.25	0.431149167029798
650907	0	14.7	0.431149167029798
650908	0	13.9	0.431149167029798
650909	0	13.05	0.431149167029798
650910	0	13.35	0.431149167029798
650911	0	14.45	0.431149167029798
650912	0	14.15	0.431149167029798
650913	0	15.45	0.391953788208907
650914	0.5	13.4	0.391953788208907
650915	2.5	15.65	0.431149167029798
650916	0	10.5	0.431149167029798
650917	0	7.8	0.391953788208907
650918	0	9.7	0.391953788208907
650919	0	9.75	0.391953788208907
650920	0	13.05	0.391953788208907
650921	0	13.9	0.391953788208907
650922	0	15.8	0.391953788208907
650923	0	19.15	0.391953788208907
650924	0	17.2	0.352758409388017
650925	0	14.45	0.352758409388017
650926	0	8.6	0.352758409388017
650927	1	10.25	0.391953788208907
650928	0	10	0.391953788208907
650929	0	9.75	0.391953788208907
650930	0	11.35	0.352758409388017
651001	0	12.75	0.352758409388017
651002	0	13.35	0.352758409388017
651003	0	11.9	0.352758409388017
651004	19.6	13.05	0.431149167029798
651005	4.3	11.95	0.666321439955143
651006	0	11.15	0.431149167029798
651007	0	13.35	0.391953788208907
651008	0	12.5	0.391953788208907
651009	0	12.75	0.352758409388017
651010	0	11.4	0.352758409388017
651011	0	11.65	0.352758409388017
651012	0	10	0.352758409388017
651013	0.5	12.5	0.352758409388017
651014	34.5	8.9	0.587930682313361
651015	10.7	6.4	1.01907984934316
651016	0	7.2	0.587930682313361
651017	6.4	9.45	0.50953992467158
651018	2.5	7.9	0.50953992467158
651019	0	11	0.470344545850689
651020	0	10.4	0.431149167029798
651021	0	11.45	0.391953788208907
651022	0	10.35	0.391953788208907
651023	0	12.25	0.391953788208907
651024	0	11.95	0.352758409388017
651025	0	13.05	0.352758409388017
651026	0	11.95	0.352758409388017
651027	12.4	9.45	0.391953788208907
651028	0	11.95	0.470344545850689
651029	0	10	0.391953788208907
651030	0	10	0.391953788208907
651031	0	9.15	0.352758409388017
651101	0	8.85	0.352758409388017
651102	1.3	9.15	0.352758409388017
651103	38.6	11.1	0.54873530349247
651104	11.9	9.2	1.95976894104454
651105	0.5	8.65	1.13666598580583
651106	0	7.75	0.823102955238706
651107	1.8	8.35	0.705516818776033
651108	8.4	9.2	0.705516818776033
651109	3.8	6.65	0.783907576417815
651110	32.8	5	1.01907984934316
651111	37.8	5.8	3.68436560916373
651112	50.8	8.05	7.83907576417815
651113	19.6	9.75	5.13459462553669
651114	0	8.35	3.99792863973086
651115	0	7.5	2.58689500217879
651116	0	7.2	1.95976894104454
651117	0	9.2	1.64620591047741
651118	12.2	7.2	1.60701053165652
651119	2.3	6.65	1.37183825873118
651120	27.7	6.4	2.19494121396988
651121	4.6	6.7	3.3708025785966
651122	19.8	4.15	3.44919333623839
651123	2.5	3.9	3.52758409388017
651124	2.3	2.2	2.9788487903877
651125	0	1.1	2.39091810807433
651126	39.1	0.85	2.31252735043255
651127	1.8	4.15	2.35172272925344
651128	0	1.35	2.1165504563281
651129	0	1.4	1.95976894104454
651130	0	2.8	1.80298742576097
651201	18.5	3.05	1.80298742576097
651202	0.5	5.55	3.3708025785966
651203	0	5.55	3.33160719977571
651204	6.6	6.95	3.33160719977571
651205	0	6.95	3.40999795741749
651206	1.3	7.5	3.05723954802948
651207	15	6.7	3.8019517456264
651208	0	5	3.84114712444729
651209	0	3.35	3.21402106331304
651210	1.3	2.8	2.78287189628324
651211	0	1.65	2.43011348689523
651212	0	1.65	2.15574583514899
651213	0	-0.25	1.92057356222365
651214	0	-0.85	1.72459666811919
651215	0	-2.5	1.56781515283563
651216	0	-3.9	1.45022901637296
651217	0	-2.5	1.41103363755207
651218	0	-1.4	1.33264287991029
651219	0	-1.95	1.29344750108939
651220	0	-2.5	1.2542521222685
651221	0	0	1.21505674344761
651222	0	-1.35	1.13666598580583
651223	22.4	-1.9	1.13666598580583
651224	36.1	0.55	1.37183825873118
651225	13	0.55	1.21505674344761
651226	26.4	0.55	1.17586136462672
651227	32.3	0.55	1.33264287991029
651228	21.3	1.4	5.05620386789491
651229	8.4	0.85	4.31149167029798
651230	11.2	0.55	3.17482568449215
651231	5.3	-0.55	2.62609038099968
660101	0.5	0	2.23413659279077
660102	30.2	0.85	4.15471015501442
660103	76.5	0.85	7.17275432422301
660104	22.1	1.65	9.83804008404358
660105	57.7	2.75	12.5033258438641
660106	38.4	2.2	37.8235405621596
660107	4.8	1.95	23.1644688831464
660108	29.2	1.7	18.8137818340276
660109	0	1.1	13.6791872084909
660110	14.5	0.25	9.68125856876001
660111	6.6	2.2	8.15263879474527
660112	7.1	1.95	7.6039034912528
660113	39.4	2.2	8.85815561352131
660114	46.7	2.8	17.5595297117591
660115	1.5	1.65	19.9112524410125
660116	0	0.8	14.0711409966998
660117	0	0.8	10.1907984934316
660118	0	-0.55	7.87827114299904
660119	0	-2.25	6.42804212662608
660120	0	-3.05	5.40896227728292
660121	3.6	-1.4	4.78183621614867
660122	0.5	0.25	4.31149167029798
660123	28.4	0.85	3.91953788208907
660124	21.3	1.4	4.11551477619353
660125	0	1.65	4.11551477619353
660126	0	1.65	3.84114712444729
660127	0	1.9	3.52758409388017
660128	0	1.65	3.21402106331304
660129	2.3	1.95	3.33160719977571
660130	16.8	1.65	3.91953788208907
660131	2.5	0.55	4.2331009126562
660201	0	1.1	3.84114712444729
660202	0	1.4	3.44919333623839
660203	0	2.5	3.13563030567126
660204	2.3	2.75	3.44919333623839
660205	2.8	2.2	3.91953788208907
660206	10.9	1.95	3.91953788208907
660207	2.3	0.8	3.72356098798462
660208	14.7	0.55	3.44919333623839
660209	29.7	0.85	3.44919333623839
660210	1.8	0.3	3.33160719977571
660211	19.6	1.1	3.13563030567126
660212	1.8	0	3.05723954802948
660213	0.5	0	2.82206727510413
660214	10.2	1.1	2.74367651746235
660215	0	0.3	2.50850424453701
660216	0	0.3	2.35172272925344
660217	0	0.85	2.27333197161166
660218	0	0.55	2.19494121396988
660219	7.4	1.1	2.19494121396988
660220	2.5	2.05	2.66528575982057
660221	0	3.9	2.90045803274591
660222	3.8	3.9	3.44919333623839
660223	1.5	2.5	4.31149167029798
660224	0	3.3	4.11551477619353
660225	3.8	3.65	3.91953788208907
660226	5.1	4.2	3.84114712444729
660227	13.2	3.6	3.91953788208907
660228	15.5	2.2	5.01700848907401
660301	6.1	0.85	4.70344545850689
660302	3	0.55	3.99792863973086
660303	1.5	0	3.44919333623839
660304	10.7	0	3.05723954802948
660305	5.3	1.65	3.21402106331304
660306	20.3	2.2	3.84114712444729
660307	11.7	2.5	4.89942235261134
660308	36.1	2.5	8.74056947705864
660309	44.5	3.6	22.3413659279077
660310	1	2.8	20.3815969868632
660311	0	4.45	12.7384981167895
660312	1.5	7.5	10.3475800087152
660313	17.5	6.65	13.1696472838193
660314	9.1	5.25	15.6781515283563
660315	18.3	3.05	14.3063132696251
660316	8.9	1.65	11.3274644792374
660317	0.8	1.65	8.85815561352131
660318	8.1	5	7.52551273361102
660319	18.5	1.65	7.25114508186479
660320	24.6	1.1	6.66321439955143
660321	7.9	0.85	6.07528371723807
660322	0	0.25	5.40896227728292
660323	0	3.05	5.0953992467158
660324	0	5.25	5.01700848907401
660325	0	7.2	5.56574379256648
660326	0	7.8	7.25114508186479
660327	0	8.6	9.52447705347645
660328	0	8.6	11.6410275098046
660329	0	9.45	13.2480380414611
660330	0	8.35	14.2671178908042
660331	0	10.8	14.4630947849087
660401	0	10.85	17.1283805447293
660402	0	12.2	15.7173469071772
660403	0	7.05	12.6601073591477
660404	0	12.4	11.0139014486703
660405	0	12.5	11.1706829639539
660406	0	13.05	12.8168888744313
660407	0	13.3	13.63999182967
660408	0	10.55	13.2088426626402
660409	8.1	10	11.9937859191926
660410	24.4	8.6	13.0912565261775
660411	12.7	8.3	14.0319456178789
660412	1.8	4.45	11.6802228886254
660413	0	7.5	8.93654637116309
660414	0	10.85	7.44712197596924
660415	0	12.75	7.79988038535726
660416	0	12.5	8.81896023470042
660417	0	9.45	8.15263879474527
660418	0	6.65	6.74160515719321
660419	0	7.25	5.87930682313361
660420	3.3	4.15	5.17379000435758
660421	1.8	7.25	4.70344545850689
660422	0	10.8	4.31149167029798
660423	0	11.7	4.31149167029798
660424	0	13.05	4.62505470086511
660425	0.8	11.35	5.0953992467158
660426	1.5	6.4	4.89942235261134
660427	0.3	9.45	4.31149167029798
660428	0	5.85	3.99792863973086
660429	0	10.3	3.60597485152195
660430	0	13.65	3.60597485152195
660501	0	16.15	3.91953788208907
660502	0	17.8	5.01700848907401
660503	0	20	6.42804212662608
660504	0	20	7.99585727946171
660505	12.4	20	8.70137409823774
660506	8.1	10.3	7.68229424889458
660507	0	14.15	6.07528371723807
660508	0	16.1	5.95769758077539
660509	0	13.35	5.80091606549183
660510	0	9.45	4.89942235261134
660511	0	13.05	3.99792863973086
660512	0	10.55	3.72356098798462
660513	0	8.6	3.21402106331304
660514	0.5	7.75	2.9788487903877
660515	15.5	5.55	2.90045803274591
660516	2	8.05	2.9788487903877
660517	0	11.65	2.66528575982057
660518	0	15.85	2.58689500217879
660519	0	16.4	2.82206727510413
660520	0	16.4	2.90045803274591
660521	2.5	7.2	2.9788487903877
660522	0	8.6	2.74367651746235
660523	0	11.65	2.43011348689523
660524	0	16.9	2.50850424453701
660525	0	20	2.66528575982057
660526	0	15	2.74367651746235
660527	0	11.35	2.43011348689523
660528	0	13.85	2.19494121396988
660529	0	15.3	2.07735507750721
660530	0.5	9.7	1.92057356222365
660531	1.3	8.6	1.80298742576097
660601	6.9	6.95	1.64620591047741
660602	2.8	9.7	1.64620591047741
660603	1.3	10.85	1.56781515283563
660604	0	14.45	1.48942439519385
660605	0	16.95	1.41103363755207
660606	0.8	18.05	1.48942439519385
660607	0	16.65	1.41103363755207
660608	0	18.6	1.41103363755207
660609	0	19.2	1.33264287991029
660610	5.6	11.1	1.48942439519385
660611	4.6	10.8	1.48942439519385
660612	0	15	1.33264287991029
660613	0	18.9	1.2542521222685
660614	0	21.35	1.17586136462672
660615	1.5	25	1.17586136462672
660616	0	21.65	1.09747060698494
660617	0	18.9	1.05827522816405
660618	0	19.7	1.01907984934316
660619	0	15.25	0.979884470522268
660620	0	15.55	0.940689091701378
660621	0	14.7	0.901493712880487
660622	2.5	16.4	0.901493712880487
660623	1.3	12.5	0.901493712880487
660624	0.3	12.5	0.901493712880487
660625	0	16.65	0.823102955238706
660626	0	16.7	0.783907576417815
660627	0	21.65	0.783907576417815
660628	0	13.05	0.783907576417815
660629	0	15	0.744712197596924
660630	1.3	15	0.744712197596924
660701	17.8	10.3	0.901493712880487
660702	9.7	10	1.01907984934316
660703	0	15	1.01907984934316
660704	0	18.9	0.862298334059596
660705	1.5	19.7	0.783907576417815
660706	0	16.95	0.744712197596924
660707	0	15.55	0.744712197596924
660708	0	20.25	0.705516818776033
660709	6.1	18.35	0.666321439955143
660710	0	16.35	0.666321439955143
660711	4.6	17.8	0.627126061134252
660712	4.8	17.5	0.627126061134252
660713	0	17.8	0.627126061134252
660714	0	15.55	0.627126061134252
660715	0	21.65	0.587930682313361
660716	0	19.7	0.587930682313361
660717	0	20.85	0.54873530349247
660718	0	20.3	0.54873530349247
660719	0	18.9	0.54873530349247
660720	0	18.6	0.50953992467158
660721	0	20.8	0.50953992467158
660722	0	21.9	0.54873530349247
660723	0	19.75	0.50953992467158
660724	0	14.15	0.50953992467158
660725	0	13.75	0.50953992467158
660726	0	15.85	0.50953992467158
660727	0	17.4	0.470344545850689
660728	0	20	0.470344545850689
660729	0	19.25	0.470344545850689
660730	0	20.3	0.470344545850689
660731	0	20.55	0.470344545850689
660801	0	22.2	0.470344545850689
660802	0	23.65	0.470344545850689
660803	0	22.25	0.470344545850689
660804	0	20.85	0.431149167029798
660805	0	20.55	0.431149167029798
660806	0	21.95	0.431149167029798
660807	0	22.8	0.431149167029798
660808	0	19.45	0.431149167029798
660809	0	20.55	0.391953788208907
660810	0	21.4	0.391953788208907
660811	0	20.55	0.391953788208907
660812	0	20.85	0.391953788208907
660813	0	18.35	0.352758409388017
660814	0	22.2	0.352758409388017
660815	0	23.35	0.352758409388017
660816	0	22.2	0.352758409388017
660817	0	20.55	0.352758409388017
660818	0	21.7	0.352758409388017
660819	0	20.3	0.313563030567126
660820	0	22.2	0.313563030567126
660821	0	21.7	0.313563030567126
660822	0	14.45	0.313563030567126
660823	0	16.65	0.313563030567126
660824	0	18.35	0.313563030567126
660825	4.8	15.55	0.352758409388017
660826	0.3	13.9	0.391953788208907
660827	1.8	15.8	0.352758409388017
660828	0	16.4	0.352758409388017
660829	0	14.15	0.352758409388017
660830	0	15	0.313563030567126
660831	0	16.65	0.313563030567126
660901	0	16.65	0.313563030567126
660902	0	17.8	0.313563030567126
660903	0	19.45	0.313563030567126
660904	0	21.15	0.313563030567126
660905	0	21.4	0.313563030567126
660906	0	19.45	0.313563030567126
660907	0	17.2	0.274367651746235
660908	0	16.95	0.274367651746235
660909	0	16.95	0.274367651746235
660910	0.8	16.1	0.274367651746235
660911	9.7	11.65	0.352758409388017
660912	0	11.65	0.431149167029798
660913	0	11.7	0.352758409388017
660914	6.4	10.3	0.391953788208907
660915	0	13.3	0.391953788208907
660916	0	16.65	0.313563030567126
660917	19.6	16.65	0.352758409388017
660918	3.6	12.5	0.705516818776033
660919	0	11.95	0.431149167029798
660920	0	14.2	0.352758409388017
660921	0	18.35	0.313563030567126
660922	0	16.95	0.313563030567126
660923	0	15	0.313563030567126
660924	0.3	15	0.313563030567126
660925	0.8	14.45	0.313563030567126
660926	3.3	12.5	0.352758409388017
660927	0.5	12.25	0.313563030567126
660928	0	14.2	0.313563030567126
660929	0	16.1	0.313563030567126
660930	0	16.4	0.274367651746235
661001	1.5	13.65	0.274367651746235
661002	6.6	11.1	0.313563030567126
661003	0	11.35	0.313563030567126
661004	0	13.1	0.274367651746235
661005	0	13.35	0.274367651746235
661006	0	11.4	0.274367651746235
661007	0	13.9	0.274367651746235
661008	0	10.55	0.274367651746235
661009	0	8.9	0.274367651746235
661010	0	10	0.274367651746235
661011	0.8	8.1	0.274367651746235
661012	31.2	5	0.50953992467158
661013	0	3.9	0.627126061134252
661014	0	4.15	0.431149167029798
661015	0	6.1	0.352758409388017
661016	0	5.55	0.313563030567126
661017	0	6.1	0.313563030567126
661018	0	6.1	0.313563030567126
661019	12.2	6.1	0.313563030567126
661020	59.7	4.7	2.07735507750721
661021	16.8	4.2	1.48942439519385
661022	56.6	7.8	6.7808005360141
661023	5.3	11.1	4.31149167029798
661024	0	9.45	2.58689500217879
661025	0	10.3	1.72459666811919
661026	11.4	10.55	1.52861977401474
661027	0	9.15	1.41103363755207
661028	0	8.65	1.13666598580583
661029	0	9.15	0.979884470522268
661030	0	11.35	0.901493712880487
661031	0	10.3	0.823102955238706
661101	0	9.15	0.744712197596924
661102	0	8.05	0.705516818776033
661103	0	6.65	0.666321439955143
661104	0	8.05	0.627126061134252
661105	15.2	6.4	0.705516818776033
661106	2	5.55	0.979884470522268
661107	2.3	5	0.823102955238706
661108	0	2.5	0.783907576417815
661109	22.1	2.8	0.823102955238706
661110	30.7	6.65	1.92057356222365
661111	70.1	7.8	11.7194182674463
661112	10.7	7.8	16.2660822106697
661113	21.8	8.9	7.72148962771548
661114	65.8	8.6	18.5786095611022
661115	41.1	6.7	26.3784899464595
661116	13.2	5.3	20.1464247139378
661117	1.3	5	12.2681535709388
661118	0.5	5.8	8.07424803710349
661119	23.9	8.35	7.13355894540211
661120	3.6	6.1	8.19183417356616
661121	5.1	3.9	6.89838667247677
661122	2	3.9	5.68332992902916
661123	0	1.9	4.70344545850689
661124	0	2.8	4.03712401855175
661125	20.1	3.65	4.2331009126562
661126	0	3.9	4.50746856440244
661127	0	4.45	3.91953788208907
661128	4.8	6.95	3.64517023034284
